id.plot,id.site,region,eco.id,eco.name,altitude,longitude,latitude,esy4,esy16,land.use.hist,obs.year,site.type,hydrology,mngm.type,rest.age,fdis.abu.oek.f,cwm.abu.oek.f,fdis.pres.oek.f,cwm.pres.oek.f,cwm.abu.oek.f.site,cwm.pres.oek.f.site,fdis.abu.oek.l,cwm.abu.oek.l,fdis.pres.oek.l,cwm.pres.oek.l,cwm.abu.oek.l.site,cwm.pres.oek.l.site,fdis.abu.sla,fric.abu.sla,feve.abu.sla,cwm.abu.sla,fdis.pres.sla,fric.pres.sla,feve.pres.sla,cwm.pres.sla,fdis.abu.height,fric.abu.height,feve.abu.height,cwm.abu.height,fdis.pres.height,fric.pres.height,feve.pres.height,cwm.pres.height,fdis.abu.seedmass,fric.abu.seedmass,feve.abu.seedmass,cwm.abu.seedmass,fdis.pres.seedmass,fric.pres.seedmass,feve.pres.seedmass,cwm.pres.seedmass
S_FHZ_A3,S_FHZ,south,686,Western European broadleaf forests,458.3099976,11.62566181,48.33018411,R35,R35,arable land,2022,restored,moist,mowing,17,0.23,7.79,0.47,7.38,7.385,6.9075,0.52,6.37,0.45,7,6.9325,6.9925,1.78,401.12,1.53,208.49,2.39,401.12,1.43,196.17,1.57,44.71,1.56,0.71,1.87,44.71,1.76,0.66,1.56198,14.23393,1.62567,2.40E-04,1.62508,14.23393,1.9351,7.80E-04
S_FHZ_A4,S_FHZ,south,686,Western European broadleaf forests,458.3099976,11.62566181,48.33018411,R35,R35,arable land,2022,restored,moist,mowing,17,0.35,7.28,0.6,6.72,7.385,6.9075,0.26,7.08,0.42,6.93,6.9325,6.9925,1.38,28.37,1.54,207.05,1.72,28.37,1.73,223.76,1.92,85.23,1.71,0.6,1.94,85.23,1.62,0.51,1.2157,17.9079,1.43065,8.80E-04,1.63374,17.9079,1.75228,0.00101
S_GIG_A1,S_GIG,south,686,Western European broadleaf forests,450.6499939,11.67758768,48.36299592,R22,R,grassland,2022,restored,fresh,mowing,16,0.31,6.14,0.32,5.92,6.3325,5.74,0.45,6.37,0.6,7.07,7.06,7.0825,1.4,8.07,1.72,274.54,1.64,8.07,1.98,257.56,1.1,5.98,1.49,0.65,1.39,5.98,1.65,0.62,1.50866,23.04331,1.33871,5.30E-04,1.83671,23.04331,1.83162,0.00234
S_GIG_A2,S_GIG,south,686,Western European broadleaf forests,450.6499939,11.67758768,48.36299592,R,R,grassland,2022,restored,fresh,mowing,16,0.41,6.1,0.52,5.12,6.3325,5.74,0.66,7.41,0.52,6.97,7.06,7.0825,1.62,7.32,1.69,238.39,1.54,7.32,2,234.19,1.59,23.69,1.51,0.6,1.89,23.69,1.69,0.42,1.49816,23.628,1.52275,0.0016,1.86699,23.628,1.67839,0.001
S_GIG_A3,S_GIG,south,686,Western European broadleaf forests,450.6499939,11.67758768,48.36299592,Sa,R,grassland,2022,restored,fresh,mowing,16,0.32,6.96,0.67,6.05,6.3325,5.74,0.44,7.4,0.56,7.39,7.06,7.0825,1.45,10.3,1.56,203.22,1.62,10.3,1.9,237.12,1.81,15.03,1.35,0.38,1.88,15.03,1.97,0.36,1.48121,12.8461,1.61215,8.30E-04,1.60733,12.8461,1.8141,6.40E-04
S_GIG_A4,S_GIG,south,686,Western European broadleaf forests,450.6499939,11.67758768,48.36299592,R,R,grassland,2022,restored,fresh,mowing,16,0.56,6.13,0.49,5.87,6.3325,5.74,0.42,7.06,0.57,6.9,7.06,7.0825,1.73,7.72,1.83,242.6,1.62,7.72,2.04,235.77,1.41,12.43,1.63,0.66,1.69,12.43,1.91,0.5,1.55384,7.73759,1.68587,0.00104,1.68697,7.73759,1.92063,0.00093
S_GSH_A1,S_GSH,south,686,Western European broadleaf forests,486.1799927,12.23745702,48.48982286,V11,R,arable land,2022,restored,fresh,mowing,2,0.37,5.2,0.36,5.03,5.2975,5.1125,0.6,7.34,0.51,7.21,7.205,7.2025,1.51,27.68,1.28,240.44,1.6,27.68,1.61,259.37,1.45,27.62,1.35,0.49,1.7,27.62,1.71,0.43,1.55346,26.72425,1.40332,0.00139,1.63948,26.72425,1.59714,0.00131
S_GSH_A2,S_GSH,south,686,Western European broadleaf forests,486.1799927,12.23745702,48.48982286,V11,R,arable land,2022,restored,fresh,mowing,2,0.38,5.43,0.39,5.12,5.2975,5.1125,0.62,7.19,0.48,7.2,7.205,7.2025,1.55,27.68,1.27,247.3,1.57,27.68,1.59,262.14,1.51,27.62,1.3,0.49,1.66,27.62,1.65,0.44,1.47453,23.04331,1.36674,0.00102,1.59587,23.04331,1.55514,0.00132
S_GSH_A3,S_GSH,south,686,Western European broadleaf forests,486.1799927,12.23745702,48.48982286,R,R,arable land,2022,restored,fresh,mowing,2,0.43,5.17,0.37,5.18,5.2975,5.1125,0.54,7.25,0.49,7.22,7.205,7.2025,1.59,27.68,1.49,257.93,1.57,27.68,1.62,264.49,1.65,27.62,1.53,0.44,1.77,27.62,1.69,0.43,1.46061,23.04331,1.09175,0.00111,1.60476,23.04331,1.54368,0.00114
S_GSH_A4,S_GSH,south,686,Western European broadleaf forests,486.1799927,12.23745702,48.48982286,R22,R,arable land,2022,restored,fresh,mowing,2,0.41,5.39,0.37,5.12,5.2975,5.1125,0.56,7.04,0.51,7.18,7.205,7.2025,1.48,27.68,1.34,259.8,1.56,27.68,1.62,264.84,1.55,27.62,1.4,0.5,1.74,27.62,1.66,0.43,1.59548,37.27973,1.44297,0.00114,1.66391,37.27973,1.6032,0.00101
S_GSR_A1,S_GSR,south,686,Western European broadleaf forests,358.8200073,12.33541826,48.80917261,R22,R,arable land,2023,restored,fresh,mowing,15,0.3,5.97,0.35,5.4,5.885,5.3225,0.61,7.11,0.64,6.92,7.035,7.0325,1.26,7.38,1.39,280.69,1.58,7.38,1.72,249.47,1.75,21.12,1.29,0.67,2.15,21.12,1.91,0.43,1.5632,16.33961,1.38261,0.00109,1.62471,16.33961,1.77894,0.00123
S_GSR_A2,S_GSR,south,686,Western European broadleaf forests,358.8200073,12.33541826,48.80917261,R,R,arable land,2023,restored,fresh,mowing,15,0.37,5.67,0.3,5.13,5.885,5.3225,0.72,7.22,0.62,7.11,7.035,7.0325,1.37,7.38,1.53,273.6,1.59,7.38,1.77,245.71,1.95,21.12,1.54,0.47,1.93,21.12,1.75,0.46,1.59008,24.97891,1.50517,9.10E-04,1.84371,24.97891,1.82694,0.00147
S_GSR_A3,S_GSR,south,686,Western European broadleaf forests,358.8200073,12.33541826,48.80917261,R,R,arable land,2023,restored,fresh,mowing,15,0.37,6.01,0.32,5.43,5.885,5.3225,0.56,6.89,0.48,7,7.035,7.0325,1.49,5.97,1.51,278.28,1.57,5.97,2.01,256.19,1.78,22.74,1.19,0.49,2.03,22.74,1.64,0.39,1.597,26.31623,1.21322,5.40E-04,1.81166,26.31623,1.71186,0.00118
S_GSR_A4,S_GSR,south,686,Western European broadleaf forests,358.8200073,12.33541826,48.80917261,R,R,arable land,2023,restored,fresh,mowing,15,0.41,5.89,0.34,5.33,5.885,5.3225,0.65,6.92,0.54,7.1,7.035,7.0325,1.33,33.03,1.37,285.89,1.67,33.03,1.62,258.41,1.91,43.6,1.22,0.5,2.26,43.6,1.64,0.4,1.58309,26.31623,1.4449,6.30E-04,1.69457,26.31623,1.5739,7.80E-04
S_GTZ_A1,S_GTZ,south,686,Western European broadleaf forests,408.7399902,12.91075347,48.28923404,R,R,grassland,2022,restored,moist,mowing,5,0.38,6.58,0.58,6.14,6.3225,5.96,0.68,6.85,0.56,6.88,6.68,6.67,1.56,46.49,1.48,246.19,1.78,46.49,1.64,242.18,1.45,23.1,1.33,0.46,1.78,23.1,1.85,0.44,2.39198,103.34013,1.44138,0.00111,1.939,103.34013,1.68664,7.20E-04
S_GTZ_A2,S_GTZ,south,686,Western European broadleaf forests,408.7399902,12.91075347,48.28923404,R35,R,grassland,2022,restored,moist,mowing,5,0.41,6.52,0.6,6.52,6.3225,5.96,0.35,6.24,0.71,6.48,6.68,6.67,1.25,9.77,1.41,246.92,1.61,9.77,1.75,261.43,1.31,30.8,1.32,0.57,2.09,30.8,1.77,0.4,1.37997,12.3264,1.53589,4.70E-04,1.65878,12.3264,1.72515,5.80E-04
S_GTZ_A3,S_GTZ,south,686,Western European broadleaf forests,408.7399902,12.91075347,48.28923404,R,R,grassland,2022,restored,moist,mowing,5,0.53,5.82,0.53,5.64,6.3225,5.96,0.52,6.95,0.68,6.74,6.68,6.67,1.72,25.39,1.29,255.68,1.71,25.39,1.63,236.05,1.88,36.47,1.32,0.33,2.07,36.47,1.76,0.35,1.87934,44.56815,1.46988,7.70E-04,1.74652,44.56815,1.60675,9.10E-04
S_GTZ_A4,S_GTZ,south,686,Western European broadleaf forests,408.7399902,12.91075347,48.28923404,R22,R,grassland,2022,restored,moist,mowing,5,0.54,6.37,0.47,5.54,6.3225,5.96,0.6,6.68,0.72,6.58,6.68,6.67,1.68,25.39,1.47,280.71,1.7,25.39,1.68,252.81,1.52,23.1,1.37,0.49,2.03,23.1,1.78,0.37,1.79289,17.33117,1.30162,2.60E-04,1.62502,17.33117,1.79172,6.50E-04
S_HBF_A1,S_HBF,south,686,Western European broadleaf forests,449.7900085,12.84243042,48.39936525,R,R,NA,2023,negative,fresh,mowing,NA,0.11,5.11,0.32,5.62,5.075,5.5825,0.27,7.84,0.96,6.75,7.875,7.035,1.27,5.11,1.57,300.75,1.51,5.11,1.85,280,2.05,11.45,1.77,0.31,2.28,11.45,1.95,0.32,1.29355,3.5044,1.90708,5.00E-04,1.3334,3.5044,2.04115,5.40E-04
S_HBF_A2,S_HBF,south,686,Western European broadleaf forests,449.7900085,12.84243042,48.39936525,R,R,NA,2023,negative,fresh,mowing,NA,0.05,5.05,0.42,5.71,5.075,5.5825,0.12,7.93,0.55,7.29,7.875,7.035,1.18,3.18,1.15,321.73,1.34,3.18,2.02,296.03,1.61,20.51,2.08,0.21,2.82,20.51,1.83,0.24,1.1868,18.37924,1.63618,4.80E-04,2.01333,18.37924,1.39941,6.40E-04
S_HBF_A3,S_HBF,south,686,Western European broadleaf forests,449.7900085,12.84243042,48.39936525,R,R,NA,2023,negative,fresh,mowing,NA,0.1,5.1,0.36,5.7,5.075,5.5825,0.2,7.88,0.94,6.8,7.875,7.035,1.32,5.11,1.19,287.1,1.44,5.11,1.85,275.13,1.86,18.07,1.36,0.4,2.49,18.07,2.14,0.29,1.46517,7.12103,1.53931,7.90E-04,1.54862,7.12103,2.00454,6.00E-04
S_HBF_A4,S_HBF,south,686,Western European broadleaf forests,449.7900085,12.84243042,48.39936525,R21,R,NA,2023,negative,fresh,mowing,NA,0.04,5.04,0.24,5.3,5.075,5.5825,0.23,7.85,0.51,7.3,7.875,7.035,1.08,2.95,1.67,259.46,1.33,2.95,1.81,284.24,1.2,20.12,1.41,0.52,2.67,20.12,1.83,0.3,1.19264,4.04592,1.26207,0.0016,1.38758,4.04592,2.073,4.70E-04
S_HGR_A1,S_HGR,south,686,Western European broadleaf forests,429.0599976,12.17203485,48.53001885,R,R,NA,2022,negative,fresh,mowing,NA,0.15,6.17,0.29,5.75,6.3375,5.58,0.09,6.01,0.72,6.5,6.0875,6.41,1.24,10.72,1.28,262.34,1.76,10.72,1.83,270.66,1.09,13.49,1.15,0.62,1.98,13.49,1.58,0.51,1.34881,9.31037,1.59733,6.20E-04,1.84756,9.31037,1.97502,9.60E-04
S_HGR_A2,S_HGR,south,686,Western European broadleaf forests,429.0599976,12.17203485,48.53001885,R,R,NA,2022,negative,fresh,mowing,NA,0.26,6.58,0.31,5.71,6.3375,5.58,0.37,5.92,0.68,6.25,6.0875,6.41,1.24,3.24,1.6,294.1,1.35,3.24,1.92,298.81,1.5,16.01,1.06,0.62,2.66,16.01,1.79,0.39,1.66619,9.01631,1.75985,3.00E-04,1.90064,9.01631,2.05877,6.50E-04
S_HGR_A3,S_HGR,south,686,Western European broadleaf forests,429.0599976,12.17203485,48.53001885,R,R,NA,2022,negative,fresh,mowing,NA,0.29,6.55,0.44,5.5,6.3375,5.58,0.23,6.08,0.92,6.42,6.0875,6.41,1.22,9.97,1.21,295.83,1.57,9.97,1.63,314.19,1.27,17.8,1.38,0.68,2.32,17.8,1.81,0.49,1.46755,9.01631,1.37984,2.40E-04,1.81138,9.01631,1.696,0.00102
S_HGR_A4,S_HGR,south,686,Western European broadleaf forests,429.0599976,12.17203485,48.53001885,R22,R,NA,2022,negative,fresh,mowing,NA,0.39,6.05,0.39,5.36,6.3375,5.58,0.49,6.34,0.87,6.47,6.0875,6.41,1.41,33.03,1.3,279.37,1.81,33.03,1.72,292.58,1.29,17.8,1.3,0.61,2.1,17.8,1.88,0.48,1.71895,92.77003,1.31488,6.10E-04,2.0355,92.77003,1.56281,0.00174
S_HLZ_A1,S_HLZ,south,686,Western European broadleaf forests,417.230011,12.79959234,48.51803671,R,R,arable land,2022,restored,moist,mowing,6,0.33,6.3,0.47,5.73,6.13,5.7625,0.77,6.62,0.85,6.75,6.785,6.835,1.42,7.72,1.32,261.71,1.58,7.72,1.94,244.92,1.39,33.34,1.39,0.55,1.86,33.34,1.73,0.42,1.72361,39.58492,1.53999,5.90E-04,1.90192,39.58492,1.64833,0.00104
S_HLZ_A2,S_HLZ,south,686,Western European broadleaf forests,417.230011,12.79959234,48.51803671,R,R,arable land,2022,restored,moist,mowing,6,0.34,6.46,0.36,5.35,6.13,5.7625,0.75,7.14,0.65,6.92,6.785,6.835,1.54,5.41,1.5,272.64,1.4,5.41,1.82,259.38,1.44,23.36,1.5,0.54,1.93,23.36,1.76,0.39,2.1162,44.56815,1.34934,3.40E-04,1.83008,44.56815,1.69588,7.80E-04
S_HLZ_A3,S_HLZ,south,686,Western European broadleaf forests,417.230011,12.79959234,48.51803671,R,R,arable land,2022,restored,moist,mowing,6,0.17,5.93,0.47,6.12,6.13,5.7625,0.44,6.33,0.71,6.73,6.785,6.835,1.48,46.49,1.2,256.72,1.79,46.49,1.53,250.57,1.58,47.69,1.27,0.43,1.93,47.69,1.73,0.38,1.41555,39.58492,1.37876,5.00E-04,1.72703,39.58492,1.64761,8.70E-04
S_HLZ_A4,S_HLZ,south,686,Western European broadleaf forests,417.230011,12.79959234,48.51803671,R,R,arable land,2022,restored,moist,mowing,6,0.26,5.83,0.45,5.85,6.13,5.7625,0.34,7.05,0.63,6.94,6.785,6.835,1.95,46.49,1.3,206.98,1.75,46.49,1.59,250.41,1.66,47.69,1.18,0.41,1.93,47.69,1.59,0.42,1.39657,44.56815,1.32659,9.80E-04,1.84968,44.56815,1.60468,8.00E-04
S_HTH_A1,S_HTH,south,686,Western European broadleaf forests,366.9500122,12.35473657,48.61669657,R,R,arable land,2023,restored,dry,mowing,3,0.27,3.85,0.47,4.39,4.075,4.27,0.67,7.34,0.54,7.02,7.2775,7.045,1.71,23.12,1.31,201.61,1.83,23.12,1.83,232.31,1.37,22.74,1.38,0.43,1.7,22.74,1.69,0.43,1.52186,19.04631,1.49052,0.00184,1.76837,19.04631,1.7939,0.00113
S_HTH_A2,S_HTH,south,686,Western European broadleaf forests,366.9500122,12.35473657,48.61669657,R,R,arable land,2023,restored,dry,mowing,3,0.2,4.16,0.4,4.28,4.075,4.27,0.61,7.49,0.57,7.05,7.2775,7.045,1.54,12.82,1.42,211.07,1.69,12.82,1.93,233.28,1.26,18.87,1.36,0.43,1.58,18.87,1.68,0.41,2.01018,26.42342,1.48544,0.00196,2.08154,26.42342,1.90692,0.00129
S_HTH_A3,S_HTH,south,686,Western European broadleaf forests,366.9500122,12.35473657,48.61669657,R1A,R,arable land,2023,restored,dry,mowing,3,0.19,4.1,0.36,4.28,4.075,4.27,0.49,7.13,0.66,7.08,7.2775,7.045,1.67,13,1.66,214.1,1.73,13,1.89,223.7,1.41,21.14,1.26,0.42,1.73,21.14,1.69,0.41,1.81961,26.42342,1.52018,0.00138,1.88829,26.42342,1.79368,9.40E-04
S_HTH_A4,S_HTH,south,686,Western European broadleaf forests,366.9500122,12.35473657,48.61669657,R22,R,arable land,2023,restored,dry,mowing,3,0.25,4.19,0.31,4.13,4.075,4.27,0.59,7.15,0.6,7.03,7.2775,7.045,1.45,13,1.47,209.52,1.69,13,1.88,222.46,1.33,23.69,1.4,0.45,1.64,23.69,1.74,0.42,1.38568,16.38708,1.37071,0.00256,1.73342,16.38708,1.78741,0.00197
S_HUB_A1,S_HUB,south,686,Western European broadleaf forests,445.5299988,12.72431246,48.40861092,R,R22,arable land,2023,restored,dry,mowing,13,0.31,4.7,0.36,4.78,4.5475,4.76,0.29,6.99,0.43,7,7.0025,7.075,1.61,8.05,1.83,220.56,1.57,8.05,1.88,244.39,1.52,7.56,1.59,0.47,1.57,7.56,1.83,0.41,1.38583,24.49411,1.54407,0.00131,1.88393,24.49411,1.92803,8.80E-04
S_HUB_A2,S_HUB,south,686,Western European broadleaf forests,445.5299988,12.72431246,48.40861092,R22,R22,arable land,2023,restored,dry,mowing,13,0.33,4.48,0.36,4.73,4.5475,4.76,0.41,7.23,0.53,7.32,7.0025,7.075,1.5,19.41,1.39,242,1.63,19.41,1.68,237.62,1.28,21.12,1.18,0.42,1.7,21.12,1.66,0.4,1.39346,55.5781,1.62065,0.0011,1.85717,55.5781,1.66254,0.00119
S_HUB_A3,S_HUB,south,686,Western European broadleaf forests,445.5299988,12.72431246,48.40861092,R22,R22,arable land,2023,restored,dry,mowing,13,0.34,4.49,0.38,4.73,4.5475,4.76,0.22,7,0.35,7.11,7.0025,7.075,1.65,10.73,1.53,203.76,1.57,10.73,1.87,238.46,1.56,12.84,1.56,0.33,1.59,12.84,1.81,0.38,1.56609,24.49411,1.46105,0.00215,1.75206,24.49411,1.68507,0.00117
S_HUB_A4,S_HUB,south,686,Western European broadleaf forests,445.5299988,12.72431246,48.40861092,R22,R22,arable land,2023,restored,dry,mowing,13,0.47,4.52,0.37,4.8,4.5475,4.76,0.47,6.79,0.46,6.87,7.0025,7.075,1.7,11.04,1.67,240.91,1.64,11.04,1.83,246.41,1.52,9.75,1.67,0.38,1.62,9.75,1.87,0.35,1.48122,28.33968,1.43803,0.00118,1.80579,28.33968,1.7895,7.30E-04
S_JAN_A1,S_JAN,south,686,Western European broadleaf forests,470.3299866,12.69901395,48.53915881,R,R,NA,2022,negative,fresh,mowing,NA,0.04,5.04,0.28,5.33,5.0725,5.3175,0.14,7.92,0.54,6.89,7.9025,7.0275,1.66,19.4,1.45,289.26,1.88,19.4,1.66,280.07,1.89,11.32,1.74,0.54,2.34,11.32,1.75,0.33,1.93861,8.63012,1.94126,7.80E-04,1.72357,8.63012,2.03685,6.30E-04
S_JAN_A2,S_JAN,south,686,Western European broadleaf forests,470.3299866,12.69901395,48.53915881,R,R,NA,2022,negative,fresh,mowing,NA,0.12,5.12,0.44,5.25,5.0725,5.3175,0.22,7.87,0.6,7,7.9025,7.0275,1.46,4.34,1.38,276.38,1.59,4.34,2.03,249.47,1.45,8.75,1.64,0.54,1.97,8.75,1.82,0.33,2.13162,11.92942,1.80983,5.20E-04,1.86628,11.92942,1.9573,5.40E-04
S_JAN_A3,S_JAN,south,686,Western European broadleaf forests,470.3299866,12.69901395,48.53915881,R,R,NA,2022,negative,fresh,mowing,NA,0.04,5.04,0.24,5.12,5.0725,5.3175,0.14,7.92,0.62,7.22,7.9025,7.0275,1.43,4.34,1.6,275.19,1.51,4.34,2.03,254.85,1.82,8.75,1.53,0.36,1.83,8.75,2.05,0.3,1.45033,7.01835,1.32885,8.80E-04,1.72464,7.01835,1.80611,4.80E-04
S_JAN_A4,S_JAN,south,686,Western European broadleaf forests,470.3299866,12.69901395,48.53915881,R,R,NA,2022,negative,fresh,mowing,NA,0.09,5.09,0.33,5.57,5.0725,5.3175,0.18,7.9,0.68,7,7.9025,7.0275,1.34,3.22,1.41,283.44,1.48,3.22,1.78,274.47,1.36,8.61,1.61,0.55,2.07,8.61,1.85,0.42,1.77736,8.63012,2.33003,3.70E-04,1.70791,8.63012,1.88437,5.60E-04
S_JAU_A1,S_JAU,south,686,Western European broadleaf forests,459.8200073,12.71231385,48.50161319,R,R22,arable land,2022,restored,fresh,mowing,3,0.3,5.01,0.34,5,5.0075,4.925,0.38,7.09,0.54,7.18,7.0225,7.2175,1.41,5.64,1.77,255.88,1.5,5.64,1.86,257.6,1.34,11.08,1.51,0.45,1.61,11.08,1.66,0.47,1.35496,6.53887,1.34485,9.10E-04,1.41328,6.53887,1.78975,6.60E-04
S_JAU_A2,S_JAU,south,686,Western European broadleaf forests,459.8200073,12.71231385,48.50161319,R21,R22,arable land,2022,restored,fresh,mowing,3,0.27,5.08,0.4,5.06,5.0075,4.925,0.28,6.96,0.52,7.14,7.0225,7.2175,1.34,5.64,1.42,245.82,1.53,5.64,1.88,252.09,1.2,21.12,1.2,0.46,1.66,21.12,1.72,0.46,1.25263,16.42974,1.21476,0.00112,1.50438,16.42974,1.63184,8.00E-04
S_JAU_A3,S_JAU,south,686,Western European broadleaf forests,459.8200073,12.71231385,48.50161319,R22,R22,arable land,2022,restored,fresh,mowing,3,0.34,4.85,0.31,4.81,5.0075,4.925,0.27,7.02,0.52,7.28,7.0225,7.2175,1.43,5.64,1.59,249.37,1.49,5.64,1.83,250.99,1.29,21.12,1.32,0.46,1.65,21.12,1.61,0.44,1.33028,34.84501,1.14739,9.10E-04,1.63057,34.84501,1.59547,9.90E-04
S_JAU_A4,S_JAU,south,686,Western European broadleaf forests,459.8200073,12.71231385,48.50161319,R22,R22,arable land,2022,restored,fresh,mowing,3,0.18,5.09,0.38,4.83,5.0075,4.925,0.2,7.02,0.48,7.27,7.0225,7.2175,1.34,5.64,1.35,247.7,1.56,5.64,1.82,244.52,1.18,11.08,1.27,0.45,1.49,11.08,1.61,0.5,1.32087,107.55081,1.21415,0.00106,1.82267,107.55081,1.59818,0.00126
S_JHB_A1,S_JHB,south,686,Western European broadleaf forests,481.1700134,12.47326098,48.47581201,R,R,arable land,2023,restored,moist,mowing,36,0.26,5.79,0.32,5.85,6.0475,5.8275,0.57,6.5,0.61,6.65,6.4225,6.605,1.29,5.98,1.48,248,1.55,5.98,1.85,259.73,1.4,22.15,1.42,0.49,1.79,22.15,1.71,0.42,1.56859,26.72425,1.49907,9.80E-04,1.70601,26.72425,1.72808,0.00114
S_JHB_A2,S_JHB,south,686,Western European broadleaf forests,481.1700134,12.47326098,48.47581201,R22,R,arable land,2023,restored,moist,mowing,36,0.36,6.24,0.37,5.71,6.0475,5.8275,0.6,6.38,0.66,6.62,6.4225,6.605,1.35,5.97,1.32,246.39,1.5,5.97,1.83,259.42,1.41,45.73,1.32,0.53,2.08,45.73,1.71,0.38,1.59721,26.72425,1.41821,8.40E-04,1.71213,26.72425,1.67655,9.80E-04
S_JHB_A3,S_JHB,south,686,Western European broadleaf forests,481.1700134,12.47326098,48.47581201,R,R,arable land,2023,restored,moist,mowing,36,0.28,5.97,0.41,5.89,6.0475,5.8275,0.66,6.52,0.74,6.61,6.4225,6.605,1.33,5.71,1.39,245.73,1.55,5.71,1.8,257.39,1.33,24.25,1.33,0.52,1.75,24.25,1.71,0.4,1.52773,37.27973,1.3125,7.30E-04,1.8399,37.27973,1.65149,8.90E-04
S_JHB_A4,S_JHB,south,686,Western European broadleaf forests,481.1700134,12.47326098,48.47581201,R22,R,arable land,2023,restored,moist,mowing,36,0.27,6.19,0.41,5.86,6.0475,5.8275,0.56,6.29,0.8,6.54,6.4225,6.605,1.31,5.71,1.36,253.96,1.45,5.71,1.92,258.3,1.36,21.12,1.46,0.54,1.9,21.12,1.76,0.41,1.51298,26.72425,1.63274,7.10E-04,1.79517,26.72425,1.73419,0.00103
S_JOS_A1,S_JOS,south,686,Western European broadleaf forests,446.7600098,12.1719055,48.52702364,R,R,grassland,2022,restored,fresh,mowing,NA,0.3,5.34,0.44,5.18,4.99,5.025,0.58,7.3,0.57,7.06,7.3575,7.1075,1.48,9.11,1.45,265.18,1.55,9.11,1.73,246.36,1.61,21.12,1.28,0.43,1.61,21.12,1.6,0.45,1.33607,44.56815,1.36016,8.40E-04,1.78441,44.56815,1.64092,0.00107
S_JOS_A2,S_JOS,south,686,Western European broadleaf forests,446.7600098,12.1719055,48.52702364,R,R,grassland,2022,restored,fresh,mowing,NA,0.3,5.03,0.42,4.92,4.99,5.025,0.57,7.32,0.52,7.21,7.3575,7.1075,1.42,9.11,1.61,250.09,1.57,9.11,1.71,246.68,1.44,12.84,1.38,0.42,1.57,12.84,1.58,0.44,1.66084,23.04331,1.46402,0.00154,1.64822,23.04331,1.59483,0.00124
S_JOS_A3,S_JOS,south,686,Western European broadleaf forests,446.7600098,12.1719055,48.52702364,R21,R,grassland,2022,restored,fresh,mowing,NA,0.33,4.84,0.44,4.96,4.99,5.025,0.47,7.42,0.62,7.03,7.3575,7.1075,1.47,10.88,1.52,245.97,1.65,10.88,1.74,243.41,1.37,7.56,1.19,0.43,1.52,7.56,1.69,0.45,1.69833,26.72425,1.37641,0.00176,1.7486,26.72425,1.67747,0.00122
S_JOS_A4,S_JOS,south,686,Western European broadleaf forests,446.7600098,12.1719055,48.52702364,R,R,grassland,2022,restored,fresh,mowing,NA,0.44,4.75,0.47,5.04,4.99,5.025,0.53,7.39,0.58,7.13,7.3575,7.1075,1.65,10.88,1.52,243.18,1.62,10.88,1.72,240.28,1.43,21.12,1.23,0.45,1.55,21.12,1.58,0.47,1.47794,23.96591,1.53338,0.00123,1.57062,23.96591,1.59664,0.00111
S_KDT_A1,S_KDT,south,686,Western European broadleaf forests,408.4100037,11.88897373,48.77168548,R22,R22,NA,2023,positive,fresh,mowing,NA,0.38,4.62,0.4,4.5,4.505,4.625,0.36,7.04,0.44,7.14,6.9925,7.0925,1.57,7.72,1.51,226.64,1.6,7.72,1.86,237.41,1.52,21.12,1.4,0.48,1.76,21.12,1.78,0.43,1.7541,90.03656,1.16432,0.00116,1.8488,90.03656,1.6393,0.00172
S_KDT_A2,S_KDT,south,686,Western European broadleaf forests,408.4100037,11.88897373,48.77168548,R,R22,NA,2023,positive,fresh,mowing,NA,0.31,4.46,0.46,4.6,4.505,4.625,0.48,6.93,0.45,7.03,6.9925,7.0925,1.46,9.73,1.35,222.93,1.56,9.73,1.83,235.9,1.69,21.12,1.33,0.45,1.73,21.12,1.64,0.44,1.72354,124.67916,1.33015,0.00145,1.88649,124.67916,1.61856,0.00168
S_KDT_A3,S_KDT,south,686,Western European broadleaf forests,408.4100037,11.88897373,48.77168548,R22,R22,NA,2023,positive,fresh,mowing,NA,0.41,4.63,0.42,4.85,4.505,4.625,0.44,6.93,0.46,7.09,6.9925,7.0925,1.82,25.78,1.53,235.27,1.7,25.78,1.62,235.17,1.68,47.69,1.29,0.39,1.99,47.69,1.74,0.38,2.03115,185.51455,1.46712,0.00112,2.15109,185.51455,1.67516,0.00115
S_KDT_A4,S_KDT,south,686,Western European broadleaf forests,408.4100037,11.88897373,48.77168548,R,R22,NA,2023,positive,fresh,mowing,NA,0.31,4.31,0.43,4.55,4.505,4.625,0.37,7.07,0.52,7.11,6.9925,7.0925,1.51,9.55,1.39,228.41,1.59,9.55,1.92,237.42,1.39,21.12,1.35,0.45,1.69,21.12,1.77,0.43,1.78635,43.21683,1.39606,0.00159,1.82984,43.21683,1.7983,0.00114
S_KRT_A1,S_KRT,south,686,Western European broadleaf forests,437.6799927,11.61319851,48.43912991,R,R1A,grassland,2023,restored,dry,both,13,0.35,3.99,0.41,3.89,4.2075,4.1375,0.53,7.35,0.49,7.28,7.235,7.1575,1.75,17.12,1.39,191.68,1.51,17.12,1.62,200.21,1.43,17.92,1.31,0.27,1.56,17.92,1.71,0.32,1.85371,24.49411,1.31785,0.00187,1.74295,24.49411,1.74115,0.00115
