id.plot,id.site,region,eco.id,eco.name,altitude,longitude,latitude,esy4,esy16,start.rest,rest.meth,obs.year,site.type,hydrology,mngm.type,lui,c.n.B10,c.n,ph.value,clay.perc.B10,clay.perc.B30,silt.perc.B10,silt.perc.B30,sand.perc.B10,sand.perc.B30,clay.perc,silt.perc,sand.perc,rest.meth.type,rest.age,fdis.abu.sla,fric.abu.sla,cwm.abu.sla,fdis.pres.sla,fric.pres.sla,cwm.pres.sla,fdis.abu.height,fric.abu.height,cwm.abu.height,fdis.pres.height,fric.pres.height,cwm.pres.height,fdis.abu.seedmass,fric.abu.seedmass,cwm.abu.seedmass,fdis.pres.seedmass,fric.pres.seedmass,cwm.pres.seedmass
S_GTZ_A4,S_GTZ,south,686,Western European broadleaf forests,408.7399902,12.91075347,48.28923404,R22,R,2017,dih,2022,restored,moist,mowing,0.906882591,10.92071611,9.279600039,5.48,11,11,25,25,64,64,11,25,64,dih,5,1.65,22.21,280.81,1.64,22.21,255.55,1.45,16.7,0.49,1.88,16.7,0.37,1.91,23.62742,2.60E-04,1.70206,23.62742,6.60E-04
S_HBF_A1,S_HBF,south,686,Western European broadleaf forests,449.7900085,12.84243042,48.39936525,R,R,NA,NA,2023,negative,fresh,mowing,3.117711,9.445520377,8.906825895,5.62,35,21,22.5,35,42.5,44,28,28.75,43.25,negative,NA,1.25,4.78,300.75,1.49,4.78,280,1.91,8.9,0.31,2.1,8.9,0.32,1.33023,4.01589,5.00E-04,1.37574,4.01589,5.40E-04
S_HBF_A2,S_HBF,south,686,Western European broadleaf forests,449.7900085,12.84243042,48.39936525,R,R,NA,NA,2023,negative,fresh,mowing,3.117711,9.445520377,8.906825895,5.62,35,21,22.5,35,42.5,44,28,28.75,43.25,negative,NA,1.17,3.03,321.73,1.32,3.03,296.03,1.53,15.01,0.21,2.53,15.01,0.24,1.20909,25.21658,4.80E-04,2.17237,25.21658,6.40E-04
S_HBF_A3,S_HBF,south,686,Western European broadleaf forests,449.7900085,12.84243042,48.39936525,R,R,NA,NA,2023,negative,fresh,mowing,3.117711,9.445520377,8.906825895,5.62,35,21,22.5,35,42.5,44,28,28.75,43.25,negative,NA,1.3,4.78,287.1,1.42,4.78,275.13,1.75,13.39,0.4,2.26,13.39,0.29,1.52725,8.81382,7.90E-04,1.62398,8.81382,6.00E-04
S_HBF_A4,S_HBF,south,686,Western European broadleaf forests,449.7900085,12.84243042,48.39936525,R21,R,NA,NA,2023,negative,fresh,mowing,3.117711,9.445520377,8.906825895,5.62,35,21,22.5,35,42.5,44,28,28.75,43.25,negative,NA,1.07,2.82,259.46,1.31,2.82,284.24,1.18,14.75,0.52,2.41,14.75,0.3,1.21569,4.70939,0.0016,1.43785,4.70939,4.70E-04
S_HGR_A1,S_HGR,south,686,Western European broadleaf forests,429.0599976,12.17203485,48.53001885,R,R,NA,NA,2022,negative,fresh,mowing,0.906882591,16.19771863,14.03845663,7.125,11,11,25,25,64,64,11,25,64,negative,NA,1.23,9.72,262.34,1.72,9.72,270.66,1.08,10.31,0.62,1.84,10.31,0.51,1.39337,11.86416,6.20E-04,1.97498,11.86416,9.60E-04
S_HGR_A2,S_HGR,south,686,Western European broadleaf forests,429.0599976,12.17203485,48.53001885,R,R,NA,NA,2022,negative,fresh,mowing,0.906882591,16.19771863,14.03845663,7.125,11,11,25,25,64,64,11,25,64,negative,NA,1.23,3.08,294.1,1.34,3.08,298.81,1.44,12.02,0.62,2.41,12.02,0.39,1.76122,11.44946,3.00E-04,2.03798,11.44946,6.50E-04
S_HGR_A3,S_HGR,south,686,Western European broadleaf forests,429.0599976,12.17203485,48.53001885,R,R,NA,NA,2022,negative,fresh,mowing,0.906882591,16.19771863,14.03845663,7.125,11,11,25,25,64,64,11,25,64,negative,NA,1.21,9.07,295.83,1.54,9.07,314.19,1.24,13.21,0.68,2.13,13.21,0.49,1.53,11.44946,2.40E-04,1.93215,11.44946,0.00102
S_HGR_A4,S_HGR,south,686,Western European broadleaf forests,429.0599976,12.17203485,48.53001885,R22,R,NA,NA,2022,negative,fresh,mowing,0.906882591,16.19771863,14.03845663,7.125,11,11,25,25,64,64,11,25,64,negative,NA,1.39,28.58,279.37,1.77,28.58,292.58,1.26,13.21,0.61,1.94,13.21,0.48,1.82315,151.75751,6.10E-04,2.19891,151.75751,0.00174
S_HLZ_A1,S_HLZ,south,686,Western European broadleaf forests,417.230011,12.79959234,48.51803671,R,R,2016,dih,2022,restored,moist,mowing,1.360323887,11.02339181,9.202172097,4.805,11,16.5,25,78.5,64,13.5,13.75,51.75,38.75,dih,6,1.4,7.1,261.78,1.53,7.1,247.18,1.34,23.19,0.55,1.7,23.19,0.43,1.82831,59.03209,5.90E-04,2.0264,59.03209,0.00105
S_HLZ_A2,S_HLZ,south,686,Western European broadleaf forests,417.230011,12.79959234,48.51803671,R,R,2016,dih,2022,restored,moist,mowing,1.360323887,11.02339181,9.202172097,4.805,11,16.5,25,78.5,64,13.5,13.75,51.75,38.75,dih,6,1.51,5.05,273.13,1.35,5.05,262.7,1.38,16.86,0.54,1.77,16.86,0.4,2.2938,67.32517,3.40E-04,1.94078,67.32517,7.90E-04
S_HLZ_A3,S_HLZ,south,686,Western European broadleaf forests,417.230011,12.79959234,48.51803671,R,R,2016,dih,2022,restored,moist,mowing,1.360323887,11.02339181,9.202172097,4.805,11,16.5,25,78.5,64,13.5,13.75,51.75,38.75,dih,6,1.46,39.67,256.8,1.74,39.67,252.85,1.5,31.98,0.43,1.79,31.98,0.39,1.46984,59.03209,5.00E-04,1.82259,59.03209,8.80E-04
S_HLZ_A4,S_HLZ,south,686,Western European broadleaf forests,417.230011,12.79959234,48.51803671,R,R,2016,dih,2022,restored,moist,mowing,1.360323887,11.02339181,9.202172097,4.805,11,16.5,25,78.5,64,13.5,13.75,51.75,38.75,dih,6,1.9,39.67,206.98,1.71,39.67,250.41,1.58,31.98,0.41,1.8,31.98,0.42,1.44818,67.32517,9.80E-04,1.97749,67.32517,8.00E-04
S_HTH_A1,S_HTH,south,686,Western European broadleaf forests,366.9500122,12.35473657,48.61669657,R,R,2020,dih,2023,restored,dry,mowing,0.906882591,28.21672512,36.2349387,7.005,21,21,35,35,44,44,21,35,44,dih,3,1.68,20.31,201.53,1.8,20.31,232.59,1.33,16.46,0.43,1.62,16.46,0.43,1.5929,26.23322,0.00184,1.88135,26.23322,0.00113
S_HTH_A2,S_HTH,south,686,Western European broadleaf forests,366.9500122,12.35473657,48.61669657,R,R,2020,dih,2023,restored,dry,mowing,0.906882591,28.21672512,36.2349387,7.005,21,21,35,35,44,44,21,35,44,dih,3,1.53,11.54,210.77,1.66,11.54,234.98,1.23,69.05,0.43,1.55,69.05,0.43,2.16814,37.71172,0.00196,2.24175,37.71172,0.0013
S_HTH_A3,S_HTH,south,686,Western European broadleaf forests,366.9500122,12.35473657,48.61669657,R1A,R,2020,dih,2023,restored,dry,mowing,0.906882591,28.21672512,36.2349387,7.005,21,21,35,35,44,44,21,35,44,dih,3,1.64,11.7,214.1,1.69,11.7,223.7,1.36,15.42,0.42,1.63,15.42,0.41,1.94189,37.71172,0.00138,2.02331,37.71172,9.40E-04
S_HTH_A4,S_HTH,south,686,Western European broadleaf forests,366.9500122,12.35473657,48.61669657,R22,R,2020,dih,2023,restored,dry,mowing,0.906882591,28.21672512,36.2349387,7.005,21,21,35,35,44,44,21,35,44,dih,3,1.43,11.7,209.52,1.66,11.7,222.46,1.29,17.07,0.45,1.56,17.07,0.42,1.43566,22.20482,0.00256,1.84018,22.20482,0.00197
S_HUB_A1,S_HUB,south,686,Western European broadleaf forests,445.5299988,12.72431246,48.40861092,R,R22,2010,dih,2023,restored,dry,mowing,0.906882591,12.43905205,13.8368985,5.52,23.5,23.5,57.5,57.5,19,19,23.5,57.5,19,dih,13,1.58,7.38,220.57,1.55,7.38,246.54,1.45,5.53,0.47,1.47,5.53,0.43,1.36911,22.2689,0.0014,1.92207,22.2689,0.00102
S_HUB_A2,S_HUB,south,686,Western European broadleaf forests,445.5299988,12.72431246,48.40861092,R22,R22,2010,dih,2023,restored,dry,mowing,0.906882591,12.43905205,13.8368985,5.52,23.5,23.5,57.5,57.5,19,19,23.5,57.5,19,dih,13,1.48,17.17,241.82,1.61,17.17,237.13,1.25,15.4,0.43,1.62,15.4,0.4,1.42098,31.95765,0.00117,1.92841,31.95765,0.00133
S_HUB_A3,S_HUB,south,686,Western European broadleaf forests,445.5299988,12.72431246,48.40861092,R22,R22,2010,dih,2023,restored,dry,mowing,0.906882591,12.43905205,13.8368985,5.52,23.5,23.5,57.5,57.5,19,19,23.5,57.5,19,dih,13,1.61,9.72,203.51,1.55,9.72,237.94,1.5,9.86,0.33,1.53,9.86,0.38,1.62637,22.2689,0.0022,1.78473,22.2689,0.00132
S_HUB_A4,S_HUB,south,686,Western European broadleaf forests,445.5299988,12.72431246,48.40861092,R22,R22,2010,dih,2023,restored,dry,mowing,0.906882591,12.43905205,13.8368985,5.52,23.5,23.5,57.5,57.5,19,19,23.5,57.5,19,dih,13,1.68,10,240.75,1.61,10,248.28,1.47,7.7,0.39,1.55,7.7,0.35,1.50389,40.75544,0.00125,1.85475,40.75544,8.10E-04
S_JAN_A1,S_JAN,south,686,Western European broadleaf forests,470.3299866,12.69901395,48.53915881,R,R,NA,NA,2022,negative,fresh,mowing,2.439587187,11.22033898,8.824455206,6.01,11,11,25,25,64,64,11,25,64,negative,NA,1.63,17.16,289.26,1.84,17.16,280.07,1.77,8.81,0.54,2.14,8.81,0.33,2.08316,10.90705,7.80E-04,1.82858,10.90705,6.30E-04
S_JAN_A2,S_JAN,south,686,Western European broadleaf forests,470.3299866,12.69901395,48.53915881,R,R,NA,NA,2022,negative,fresh,mowing,2.439587187,11.22033898,8.824455206,6.01,11,11,25,25,64,64,11,25,64,negative,NA,1.44,4.08,276.38,1.56,4.08,249.47,1.39,6.99,0.54,1.83,6.99,0.33,2.31431,15.61655,5.20E-04,1.99717,15.61655,5.40E-04
S_JAN_A3,S_JAN,south,686,Western European broadleaf forests,470.3299866,12.69901395,48.53915881,R,R,NA,NA,2022,negative,fresh,mowing,2.439587187,11.22033898,8.824455206,6.01,11,11,25,25,64,64,11,25,64,negative,NA,1.41,4.08,275.19,1.48,4.08,254.85,1.71,6.99,0.36,1.72,6.99,0.3,1.51011,8.67304,8.80E-04,1.82984,8.67304,4.80E-04
S_JAN_A4,S_JAN,south,686,Western European broadleaf forests,470.3299866,12.69901395,48.53915881,R,R,NA,NA,2022,negative,fresh,mowing,2.439587187,11.22033898,8.824455206,6.01,11,11,25,25,64,64,11,25,64,negative,NA,1.33,3.07,283.44,1.46,3.07,274.47,1.31,6.89,0.55,1.92,6.89,0.42,1.89196,10.90705,3.70E-04,1.81017,10.90705,5.60E-04
S_JAU_A1,S_JAU,south,686,Western European broadleaf forests,459.8200073,12.71231385,48.50161319,R,R22,2019,res,2022,restored,fresh,mowing,0.906882591,16.07324517,10.09722864,6.06,16.5,11,78.5,25,13.5,64,13.75,51.75,38.75,res,3,1.39,5.25,255.89,1.49,5.25,257.79,1.3,8.64,0.45,1.53,8.64,0.47,1.40042,8.01863,9.10E-04,1.46741,8.01863,6.60E-04
S_JAU_A2,S_JAU,south,686,Western European broadleaf forests,459.8200073,12.71231385,48.50161319,R21,R22,2019,res,2022,restored,fresh,mowing,0.906882591,16.07324517,10.09722864,6.06,16.5,11,78.5,25,13.5,64,13.75,51.75,38.75,res,3,1.32,5.25,245.79,1.53,5.25,252.03,1.18,15.4,0.46,1.58,15.4,0.46,1.28366,22.2689,0.00112,1.57263,22.2689,8.00E-04
S_JAU_A3,S_JAU,south,686,Western European broadleaf forests,459.8200073,12.71231385,48.50161319,R22,R22,2019,res,2022,restored,fresh,mowing,0.906882591,16.07324517,10.09722864,6.06,16.5,11,78.5,25,13.5,64,13.75,51.75,38.75,res,3,1.41,5.25,249.32,1.49,5.25,250.9,1.26,15.4,0.46,1.56,15.4,0.44,1.37217,51.24853,9.10E-04,1.71952,51.24853,9.90E-04
S_JAU_A4,S_JAU,south,686,Western European broadleaf forests,459.8200073,12.71231385,48.50161319,R22,R22,2019,res,2022,restored,fresh,mowing,0.906882591,16.07324517,10.09722864,6.06,16.5,11,78.5,25,13.5,64,13.75,51.75,38.75,res,3,1.32,5.25,247.7,1.53,5.25,244.52,1.16,8.64,0.45,1.43,8.64,0.5,1.36142,178.78523,0.00106,1.94551,178.78523,0.00126
S_JHB_A1,S_JHB,south,686,Western European broadleaf forests,481.1700134,12.47326098,48.47581201,R,R,1987,cus,2023,restored,moist,mowing,0.906882591,10.40893353,10.37404375,5.865,23.5,23.5,57.5,57.5,19,19,23.5,57.5,19,cus,36,1.41,25.77,239.44,1.6,25.77,254.64,1.38,16.08,0.48,1.66,16.08,0.43,1.64603,32.40217,9.80E-04,1.79846,32.40217,0.00116
S_JHB_A2,S_JHB,south,686,Western European broadleaf forests,481.1700134,12.47326098,48.47581201,R22,R,1987,cus,2023,restored,moist,mowing,0.906882591,10.40893353,10.37404375,5.865,23.5,23.5,57.5,57.5,19,19,23.5,57.5,19,cus,36,1.38,25.73,242.6,1.54,25.73,254.07,1.38,30.79,0.52,1.88,30.79,0.38,1.67885,37.99765,8.50E-04,1.80629,37.99765,9.90E-04
S_JHB_A3,S_JHB,south,686,Western European broadleaf forests,481.1700134,12.47326098,48.47581201,R,R,1987,cus,2023,restored,moist,mowing,0.906882591,10.40893353,10.37404375,5.865,23.5,23.5,57.5,57.5,19,19,23.5,57.5,19,cus,36,1.4,42.09,240.07,1.73,42.09,244.07,1.32,17.44,0.5,1.62,17.44,0.39,1.59941,55.2332,7.30E-04,1.95633,55.2332,9.00E-04
S_JHB_A4,S_JHB,south,686,Western European broadleaf forests,481.1700134,12.47326098,48.47581201,R22,R,1987,cus,2023,restored,moist,mowing,0.906882591,10.40893353,10.37404375,5.865,23.5,23.5,57.5,57.5,19,19,23.5,57.5,19,cus,36,1.33,42.09,248.9,1.54,42.09,250.03,1.36,15.4,0.52,1.74,15.4,0.41,1.58228,32.40217,7.10E-04,1.90198,32.40217,0.00104
S_JOS_A1,S_JOS,south,686,Western European broadleaf forests,446.7600098,12.1719055,48.52702364,R,R,NA,res,2022,restored,fresh,mowing,0.906882591,10.37974684,8.215083502,6.395,16.5,11,78.5,25,13.5,64,13.75,51.75,38.75,res,NA,1.46,8.32,265.18,1.52,8.32,246.36,1.53,15.4,0.43,1.53,15.4,0.45,1.37879,67.32517,8.40E-04,1.90028,67.32517,0.00107
S_JOS_A2,S_JOS,south,686,Western European broadleaf forests,446.7600098,12.1719055,48.52702364,R,R,NA,res,2022,restored,fresh,mowing,0.906882591,10.37974684,8.215083502,6.395,16.5,11,78.5,25,13.5,64,13.75,51.75,38.75,res,NA,1.4,8.32,250.09,1.54,8.32,246.68,1.39,9.86,0.42,1.5,9.86,0.44,1.75495,32.40217,0.00154,1.74018,32.40217,0.00124
S_JOS_A3,S_JOS,south,686,Western European broadleaf forests,446.7600098,12.1719055,48.52702364,R21,R,NA,res,2022,restored,fresh,mowing,0.906882591,10.37974684,8.215083502,6.395,16.5,11,78.5,25,13.5,64,13.75,51.75,38.75,res,NA,1.45,9.85,246.03,1.61,9.85,245.38,1.32,5.53,0.43,1.42,5.53,0.47,1.79876,32.40217,0.00176,1.849,32.40217,0.00123
S_JOS_A4,S_JOS,south,686,Western European broadleaf forests,446.7600098,12.1719055,48.52702364,R,R,NA,res,2022,restored,fresh,mowing,0.906882591,10.37974684,8.215083502,6.395,16.5,11,78.5,25,13.5,64,13.75,51.75,38.75,res,NA,1.62,9.85,243.18,1.59,9.85,240.28,1.38,15.4,0.45,1.48,15.4,0.47,1.54201,33.84351,0.00123,1.64958,33.84351,0.00111
S_KDT_A1,S_KDT,south,686,Western European broadleaf forests,408.4100037,11.88897373,48.77168548,R22,R22,NA,NA,2023,positive,fresh,mowing,0.906882591,13.46337471,20.71352589,7.15,21,21,35,35,44,44,21,35,44,positive,NA,1.54,7.1,226.67,1.56,7.1,238.7,1.47,64.63,0.49,1.7,64.63,0.45,1.86423,146.80819,0.00116,1.96924,146.80819,0.00173
S_KDT_A2,S_KDT,south,686,Western European broadleaf forests,408.4100037,11.88897373,48.77168548,R,R22,NA,NA,2023,positive,fresh,mowing,0.906882591,13.46337471,20.71352589,7.15,21,21,35,35,44,44,21,35,44,positive,NA,1.44,8.86,222.93,1.54,8.86,236.36,1.6,15.4,0.45,1.65,15.4,0.44,1.82855,210.61266,0.00145,2.02116,210.61266,0.00168
S_KDT_A3,S_KDT,south,686,Western European broadleaf forests,408.4100037,11.88897373,48.77168548,R22,R22,NA,NA,2023,positive,fresh,mowing,0.906882591,13.46337471,20.71352589,7.15,21,21,35,35,44,44,21,35,44,positive,NA,1.77,22.54,236.21,1.66,22.54,236.34,1.58,31.98,0.4,1.85,31.98,0.38,2.18588,327.20386,0.00113,2.32865,327.20386,0.00116
S_KDT_A4,S_KDT,south,686,Western European broadleaf forests,408.4100037,11.88897373,48.77168548,R,R22,NA,NA,2023,positive,fresh,mowing,0.906882591,13.46337471,20.71352589,7.15,21,21,35,35,44,44,21,35,44,positive,NA,1.49,24.43,228.31,1.65,24.43,233.89,1.35,64.63,0.45,1.66,64.63,0.44,1.90232,65.06584,0.00159,1.94522,65.06584,0.00114
S_KRT_A1,S_KRT,south,686,Western European broadleaf forests,437.6799927,11.61319851,48.43912991,R,R1A,2010,dih,2023,restored,dry,both,2.141776113,20.09602195,140.3288023,7.3,21,21,35,35,44,44,21,35,44,dih,13,1.67,15.22,187.41,1.48,15.22,198.96,1.38,13.3,0.27,1.5,13.3,0.32,1.97958,22.2689,0.00187,1.75166,22.2689,0.0013
S_KRT_A2,S_KRT,south,686,Western European broadleaf forests,437.6799927,11.61319851,48.43912991,R,R1A,2010,dih,2023,restored,dry,both,2.141776113,20.09602195,140.3288023,7.3,21,21,35,35,44,44,21,35,44,dih,13,1.33,5.1,216.44,1.41,5.1,215.96,1.55,16.71,0.47,1.62,16.71,0.48,1.39324,103.44422,0.00361,1.99261,103.44422,0.00371
S_KRT_A3,S_KRT,south,686,Western European broadleaf forests,437.6799927,11.61319851,48.43912991,R22,R1A,2010,dih,2023,restored,dry,both,2.141776113,20.09602195,140.3288023,7.3,21,21,35,35,44,44,21,35,44,dih,13,1.37,19.11,236.13,1.71,19.11,225.55,1.53,34.63,0.5,1.71,34.63,0.4,1.56156,58.58822,0.00204,1.93351,58.58822,0.00149
S_KRT_A4,S_KRT,south,686,Western European broadleaf forests,437.6799927,11.61319851,48.43912991,R1A,R1A,2010,dih,2023,restored,dry,both,2.141776113,20.09602195,140.3288023,7.3,21,21,35,35,44,44,21,35,44,dih,13,1.88,17.88,176.14,1.76,17.88,202.38,1.5,14.68,0.26,1.66,14.68,0.32,1.84047,18.28595,0.00183,1.74891,18.28595,0.00122
S_LAP_A1,S_LAP,south,686,Western European broadleaf forests,393.269989,12.09402349,48.54027517,R22,R,NA,res,2023,restored,fresh,mowing,0.906882591,9.531736451,9.900159891,7.16,4,4,90,90,10,10,4,90,10,res,NA,1.33,5.35,260.95,1.47,5.35,268.42,1.45,17.45,0.72,1.72,17.45,0.54,1.93723,151.75751,0.00236,2.50372,151.75751,0.00309
S_LAP_A2,S_LAP,south,686,Western European broadleaf forests,393.269989,12.09402349,48.54027517,R,R,NA,res,2023,restored,fresh,mowing,0.906882591,9.531736451,9.900159891,7.16,4,4,90,90,10,10,4,90,10,res,NA,1.16,5.05,279.26,1.45,5.05,278.61,1.28,4.11,0.88,1.4,4.11,0.67,2.10474,26.67955,2.50E-04,2.32991,26.67955,0.00263
S_LAP_A3,S_LAP,south,686,Western European broadleaf forests,393.269989,12.09402349,48.54027517,R,R,NA,res,2023,restored,fresh,mowing,0.906882591,9.531736451,9.900159891,7.16,4,4,90,90,10,10,4,90,10,res,NA,1.25,11.88,254.28,1.6,11.88,252.33,1.23,4.11,0.73,1.36,4.11,0.68,1.83743,151.75751,0.00144,2.44421,151.75751,0.00296
S_LAP_A4,S_LAP,south,686,Western European broadleaf forests,393.269989,12.09402349,48.54027517,V15,R,NA,res,2023,restored,fresh,mowing,0.906882591,9.531736451,9.900159891,7.16,4,4,90,90,10,10,4,90,10,res,NA,1.61,22.05,253.86,1.71,22.05,255.89,1.81,128.44,0.4,1.72,128.44,0.53,2.60553,57.47976,7.90E-04,2.10972,57.47976,0.00131
S_LPI_A1,S_LPI,south,686,Western European broadleaf forests,329.0100098,12.7908912,48.69968268,R1A,R,NA,dih,2023,restored,dry,mowing,0.906882591,87.513194,77.96111466,7.41,21,21,35,35,44,44,21,35,44,dih,NA,1.59,5.81,198.1,1.51,5.81,205.32,1.47,8.54,0.36,1.56,8.54,0.35,1.69122,23.17467,0.00207,1.96563,23.17467,0.00114
S_LPI_A2,S_LPI,south,686,Western European broadleaf forests,329.0100098,12.7908912,48.69968268,R22,R,NA,dih,2023,restored,dry,mowing,0.906882591,87.513194,77.96111466,7.41,21,21,35,35,44,44,21,35,44,dih,NA,1.61,9.35,236.79,1.59,9.35,226.14,1.56,29.25,0.47,1.68,29.25,0.47,1.64972,37.71172,0.00179,1.89656,37.71172,0.00135
S_LPI_A3,S_LPI,south,686,Western European broadleaf forests,329.0100098,12.7908912,48.69968268,R,R,NA,dih,2023,restored,dry,mowing,0.906882591,87.513194,77.96111466,7.41,21,21,35,35,44,44,21,35,44,dih,NA,1.58,7.42,222.88,1.57,7.42,218.21,1.44,32.42,0.45,1.72,32.42,0.41,1.73373,26.23322,0.0018,1.84769,26.23322,0.00108
S_LPI_A4,S_LPI,south,686,Western European broadleaf forests,329.0100098,12.7908912,48.69968268,R1A,R,NA,dih,2023,restored,dry,mowing,0.906882591,87.513194,77.96111466,7.41,21,21,35,35,44,44,21,35,44,dih,NA,1.72,7.99,216.12,1.65,7.99,221.25,1.45,32.42,0.39,1.66,32.42,0.4,1.51676,26.23322,0.00249,1.96625,26.23322,9.60E-04
S_MAS_A1,S_MAS,south,686,Western European broadleaf forests,456.269989,11.6437404,48.33687532,R,R,NA,cus,2023,restored,moist,mowing,0.906882591,9.857324584,10.18160471,7.275,4,4,90,90,10,10,4,90,10,cus,NA,1.85,7.59,207.51,1.6,7.59,228.34,1.5,5.53,0.55,1.45,5.53,0.49,1.41973,39.20919,0.00105,1.83882,39.20919,0.00131
S_MAS_A2,S_MAS,south,686,Western European broadleaf forests,456.269989,11.6437404,48.33687532,R,R,NA,cus,2023,restored,moist,mowing,0.906882591,9.857324584,10.18160471,7.275,4,4,90,90,10,10,4,90,10,cus,NA,1.61,8.01,237.2,1.54,8.01,244.47,1.53,10.85,0.56,1.54,10.85,0.55,1.69522,104.88309,0.00188,2.03067,104.88309,0.00179
S_MAS_A3,S_MAS,south,686,Western European broadleaf forests,456.269989,11.6437404,48.33687532,R,R,NA,cus,2023,restored,moist,mowing,0.906882591,9.857324584,10.18160471,7.275,4,4,90,90,10,10,4,90,10,cus,NA,1.41,7.59,212.86,1.52,7.59,235.58,1.38,8.64,0.5,1.49,8.64,0.54,1.50801,39.20919,0.00373,1.8945,39.20919,0.00166
S_MAS_A4,S_MAS,south,686,Western European broadleaf forests,456.269989,11.6437404,48.33687532,R22,R,NA,cus,2023,restored,moist,mowing,0.906882591,9.857324584,10.18160471,7.275,4,4,90,90,10,10,4,90,10,cus,NA,1.46,7.1,249.04,1.47,7.1,245.67,1.57,8.64,0.52,1.55,8.64,0.52,1.54698,32.40217,0.00152,1.77019,32.40217,0.0012
S_MBM_A1,S_MBM,south,686,Western European broadleaf forests,372.0899963,12.30389712,48.62358624,R1A,R1A,2007,dih,2022,restored,moist,mowing,0.453441296,25.43021033,30.29086274,7.39,4,4,30,30,66,66,4,30,66,dih,15,1.65,6.85,200.46,1.65,6.85,211.19,1.44,12.55,0.35,1.62,12.55,0.37,1.93186,146.80819,0.0011,1.97025,146.80819,0.00142
S_MBM_A2,S_MBM,south,686,Western European broadleaf forests,372.0899963,12.30389712,48.62358624,R1A,R1A,2007,dih,2022,restored,moist,mowing,0.453441296,25.43021033,30.29086274,7.39,4,4,30,30,66,66,4,30,66,dih,15,1.49,6.85,219.38,1.68,6.85,206.93,1.37,12.55,0.4,1.68,12.55,0.37,1.81293,18.28595,0.00154,1.66436,18.28595,0.00146
S_MBM_A3,S_MBM,south,686,Western European broadleaf forests,372.0899963,12.30389712,48.62358624,R1A,R1A,2007,dih,2022,restored,moist,mowing,0.453441296,25.43021033,30.29086274,7.39,4,4,30,30,66,66,4,30,66,dih,15,1.43,6.08,217.19,1.5,6.08,222.76,1.38,15.9,0.58,1.53,15.9,0.51,1.7347,191.08192,0.00119,2.29128,191.08192,0.0015
S_MBM_A4,S_MBM,south,686,Western European broadleaf forests,372.0899963,12.30389712,48.62358624,Q53,R1A,2007,dih,2022,restored,moist,mowing,0.453441296,25.43021033,30.29086274,7.39,4,4,30,30,66,66,4,30,66,dih,15,1.41,21.92,182.49,1.73,21.92,214.24,1.19,3.95,0.73,1.45,3.95,0.58,1.29752,175.40403,7.90E-04,2.60175,175.40403,0.00175
S_MCH_A1,S_MCH,south,686,Western European broadleaf forests,395.6600037,12.07870896,48.53248617,R22,R22,NA,res,2023,restored,fresh,mowing,0.906882591,36.39482924,36.60448692,7.425,23.5,23.5,57.5,57.5,19,19,23.5,57.5,19,res,NA,1.36,22.62,204.29,1.69,22.62,220.99,1.26,15.4,0.48,1.58,15.4,0.4,1.70071,93.8728,0.00209,1.82446,93.8728,0.00241
S_MCH_A2,S_MCH,south,686,Western European broadleaf forests,395.6600037,12.07870896,48.53248617,R22,R22,NA,res,2023,restored,fresh,mowing,0.906882591,36.39482924,36.60448692,7.425,23.5,23.5,57.5,57.5,19,19,23.5,57.5,19,res,NA,1.45,154.19,214.38,1.84,154.19,225.55,1.25,15.4,0.47,1.58,15.4,0.43,1.53634,103.44422,0.00172,1.88656,103.44422,0.00213
S_MCH_A3,S_MCH,south,686,Western European broadleaf forests,395.6600037,12.07870896,48.53248617,R22,R22,NA,res,2023,restored,fresh,mowing,0.906882591,36.39482924,36.60448692,7.425,23.5,23.5,57.5,57.5,19,19,23.5,57.5,19,res,NA,1.68,31.63,205.17,1.82,31.63,219.02,1.34,15.4,0.45,1.53,15.4,0.43,1.60624,103.44422,0.00125,1.98413,103.44422,0.00221
S_MCH_A4,S_MCH,south,686,Western European broadleaf forests,395.6600037,12.07870896,48.53248617,R22,R22,NA,res,2023,restored,fresh,mowing,0.906882591,36.39482924,36.60448692,7.425,23.5,23.5,57.5,57.5,19,19,23.5,57.5,19,res,NA,1.56,22.67,223.15,1.8,22.67,218.11,1.38,15.4,0.49,1.65,15.4,0.43,1.69966,115.4904,0.00187,1.90019,115.4904,0.00218
S_MHH_A1,S_MHH,south,686,Western European broadleaf forests,476.8200073,11.60328534,48.26931298,R,R,NA,NA,2023,positive,dry,both,0.765106478,9.872345784,10.03712932,6.68,4,4,30,30,66,66,4,30,66,positive,NA,1.54,14.64,205.63,1.75,14.64,226.33,1.57,15.11,0.34,1.74,15.11,0.31,1.61534,9.36607,0.00171,1.64314,9.36607,0.00111
S_MHH_A2,S_MHH,south,686,Western European broadleaf forests,476.8200073,11.60328534,48.26931298,R,R,NA,NA,2023,positive,dry,both,0.765106478,9.872345784,10.03712932,6.68,4,4,30,30,66,66,4,30,66,positive,NA,1.53,14.64,198.1,1.64,14.64,225.89,1.52,29.36,0.37,1.81,29.36,0.36,1.64179,191.08192,0.0017,1.9701,191.08192,0.00141
